text,labels
"Although authentic dialogue between teachers and young children is vital to the learning process, increasingly diverse student populations and a focus on high-stakes testing, challenge teachers' approaches to such conversations. This study examined the verbal and nonverbal interactions between five teachers and young children using child-taken photographs to promote conversation. Analysis exposed how the teachers' nonverbal and verbal responsiveness opened and closed conversational spaces for the children to describe their home contexts. This teacher-child dance illuminates the necessary and effective pursuit of attending to both verbal and nonverbal communication in authentic dialogue and suggests a teacher choreograph that, when attended to, is positioned for effective and efficient use within the increasingly diverse and time-pressured classroom.
",11
"Sweetpotatoes are important food crops with high starch and high carotene content. However, studies concerning the molecular biology of these crops are limited. In this paper, we selected two varieties of sweetpotato (Zhengshu 20 and Luoxushu 8) for transcriptome analysis. De novo RNA sequencing of these sweetpotatoes (tuberous roots, stems and leaves) under field conditions was performed using an Illumina Hiseq 2500 platform with PE125. Approximately 34.4 G nucleotide bases were sequenced. Following assembly, 176,167 transcripts and 109,401 unigenes were identified. 41,729 (Nr), 21,004 (Nt), 12,524 (KO), 29,444 (SwissProt), 30,212 (PFAM), 31,304 (GO), and 14,349 (KOG) unigenes were functionally annotated using different databases, and a total of 47,749 annotated sequences were identified. Simple sequence repeats (SSRs) analyses revealed 9549 SSR loci on the 8334 unigenes. The KEGG analysis uncovered 55 and 78 unigenes involved in the carotenoid and terpe-noid backbone biosynthesis pathways, respectively. Among these genes, 20 and 10 differentially expressed unigenes were observed in the Zhengshu 20 and Luoxushu 8, respectively. Eight differentially expressed unigenes were validated by qRT-PCR. Thus, we prepared and analyzed the transcriptome data of the two sweetpotato varieties, for which prior genomic information was limited. This new sequence information will improve the current knowledge in this important and healthy crop and provide valuable insight for further biological research. (C) 2017 SAAB. Published by Elsevier B.V. All rights reserved.
",28
"Alzheimer's disease (AD) is the most common neurodegenerative disorder, characterized by progressive loss of cognition. Over 35 million individuals currently have AD worldwide. Unfortunately, current therapies are limited to very modest symptomatic relief. The brains of AD patients are characterized by the deposition of amyloid-beta and hyperphosphorylated forms of tau protein. AD brains also show neurodegeneration and high levels of oxidative stress and inflammation. The phytocannabinoid cannabidiol (CBD) possesses neuroprotective, antioxidant and anti-inflammatory properties and reduces amyloid-beta production and tau hyperphosphorylation in vitro. CBD has also been shown to be effective in vivo making the phytocannabinoid an interesting candidate for novel therapeutic interventions in AD, especially as it lacks psychoactive or cognition-impairing properties. CBD treatment would be in line with preventative, multimodal drug strategies targeting a combination of pathological symptoms, which might be ideal for AD therapy. Thus, this review will present a brief introduction to AD biology and current treatment options before outlining comprehensively CBD biology and pharmacology, followed by in-vitro and in-vivo evidence for the therapeutic potential of CBD. We will also discuss the role of the endocannabinioid system in AD before commenting on the potential future of CBD for AD therapy (including safety aspects). (C) 2017 Wolters Kluwer Health, Inc. All rights reserved.
",25
"Background: Addicts to specific internet applications involving communication features showed increased social anxiety, emotional competence deficits and impaired prefrontal-related inhibitory control. The dorsal Anterior Cingulate Cortex (dACC) likely plays an important role in cognitive control and negative affect (such as social exclusion, pain or anxiety). Aim: To assess (social) anxiety-related inhibitory control in specific Internet addiction (addicted use of games and social networks) and its relation to altered dACC activation. Methods: N=44 controls and n=51 specific internet addicts completed an anxious words-based Affective Go/No-Go task (AGN). A subsample of n=23 healthy controls and n=25 specific internet addicts underwent functional Magnetic Resonance Imaging (fMRI) while completing an Emotional Stroop Task (EST) with socially anxious, positive, negative and neutral words. Subgroups of internet gaming and social network addicts were exploratively assessed. Psychometric measures of social anxiety, emotional competence and impulsivity were additionally explored. Results: Specific internet addicts showed higher impulsivity, social anxiety and reduced emotional competence. Between-group differences in AGN and EST behavioral measures were not detected. No group differences were found in the dACC, but explorative analyses revealed decreased left middle and superior temporal gyrus activation during interference of socially anxious words in internet gaming and relative to social network addicts.
",23
"For more flexibility of environmental perception by artificial intelligence it is needed to exist the supporting software modules, which will be able to automate the creation of specific language syntax and to make a further analysis for relevant decisions based on semantic functions. According of our proposed approach, of which implementation it is possible to create the couples of formal rules of given sentences (in case of natural languages) or statements (in case of special languages) by helping of computer vision, speech recognition or editable text conversion system for further automatic improvement. In other words, we have developed an approach, by which it can be achieved to significantly improve the training process automation of artificial intelligence, which as a result will give us a higher level of self-developing skills independently from us (from users). At the base of our approach we have developed a software demo version, which includes the algorithm and software code for the entire above mentioned component's implementation (computer vision, speech recognition and editable text conversion system). The program has the ability to work in a multi - stream mode and simultaneously create a syntax based on receiving information from several sources.
",0
"The dynamics of a population undergoing selection is a central topic in evolutionary biology. This question is particularly intriguing in the case where selective forces act in opposing directions at two population scales. For example, a fast-replicating virus strain outcompetes slower-replicating strains at the within-host scale. However, if the fast-replicating strain causes host morbidity and is less frequently transmitted, it can be outcompeted by slower-replicating strains at the between-host scale. Here we consider a stochastic ball-and-urn process which models this type of phenomenon. We prove the weak convergence of this process under two natural scalings. The first scaling leads to a deterministic nonlinear integro-partial differential equation on the interval [0,1] with dependence on a single parameter, lambda. We show that the fixed points of this differential equation are Beta distributions and that their stability depends on lambda and the behavior of the initial data around 1. The second scaling leads to a measure-valued Fleming-Viot process, an infinite dimensional stochastic process that is frequently associated with a population genetics.
",32
"Studies are described on the metabolism and the toxico-logic analysis of the nonopioid Cough suppressant dropropizine [R,S-3-(4-phenyl-1-piperazinyl) 1,2-propandiol, DRO] in human urine using gas chromatography-mass spectrometry (GC-MS). The metabolisin studies showed that DRO was metabolized in humans mainly by hydroxylation of the aromatic ring, by N-dealkytation of the parent drug and of the hydroxyl-metabolite to the corresponding N-phenylpiperazines, and by degradation of the piperazine moiety. The authors' systematic toxicologic analysis (STA) procedure using full-scan GC-MS after acid hydrolysis, liquid-liquid extraction, and microwave-assisted acetylation allowed the unambiguous detection of DRO and its above-mentioned metabolites in human urine up to about 32 hours after intake of a single common therapeutic dose. The target analytes were found to be the parent compound DRO (earlier phase of excretion) and the hydroxylated metabolite para-hydroxy-DRO (later phase of excretion). Both allowed unambiguous detection of an intake of DRO and also differentiation from other phenylpiperazine derivatives.
",30
"Dual boundary integral equation (BIE) was developed for problems containing degenerate boundaries in 1988 by Hong and Chen [Journal of Engineering Mechanics-ASCE, 114, 6, 1988] and was termed the dual boundary element method (BEM) in 1992 by Portela et al. [International Journal for Numerical Methods in Engineering, 33, 6, 1992]. After near 30 years, the dual BIE/BEM for the problem containing a zero-thickness barrier was revisited mathematically to study the rank deficiency from the viewpoint of the updating term and the updating document of singular value decomposition (SVD) [Journal of Mechanics, 31, 5, 2015]. In this paper, we revisit the dual BEM from the physical point of view. Although there is no zero-thickness barrier in the real world, it is always required to simulate a finite-thickness degenerate boundary to be zero-thickness in comparison with sea, air or earth scale. For example, a sheet pile, a screen, a crack problem, a thin airfoil and a breakwater were modeled by the geometry of zero-thickness. The role of the dual BEM is evident since Lafe et al. [Journal of the Hydraulics Division-ASCE, 106, 6, 1980] used the conventional BEM to model the finite-thickness pile wall to geometrically approximate zero-thickness barrier but numerically yielding divergent solution. On the contrary, we physically model the finite-thickness breakwater as a zero-thickness barrier. The breakwater is employed as an illustrative case to demonstrate that the dual BEM simulated by a zero-thickness barrier can yield more acceptable results to match the experiment data in comparison with those of the finite thickness using the conventional BEM. Finally, a single horizontal plate and two dual horizontal plates in vertical direction and in horizontal direction are three illustrative cases to tell you why the dual BEM is necessary not only in mathematics but also in physics.
",14
"Design for manufacturing (DFM), especially the use of manufacturing knowledge to support design decisions, has received attention in the academic domain. However, industry practice has not been studied enough to provide solutions that are mature for industry. The current state of the art for DFM is often rule-based functionality within computer-aided design (CAD) systems that enforce specific design requirements. That rule-based functionality may or may not dynamically affect geometry definition. And, if rule-based functionality exists in the CAD system, it is typically a customisation on a case-by-case basis. Manufacturing knowledge is a phrase with vast meanings, which may include knowledge on the effects of material properties decisions, machine and process capabilities or understanding the unintended consequences of design decisions on manufacturing. One of the DFM questions to answer is: How can manufacturing knowledge, depending on its definition, be used earlier in the product life cycle to enable a more collaborative development environment? This paper will discuss the results of a workshop on manufacturing knowledge that highlights several research questions needing more study. This paper proposes recommendations for investigating the relationship of manufacturing knowledge with shape, behaviour and context characteristics of a product to produce a better understanding of what knowledge is most important. In addition, the proposal includes recommendations for investigating the system-level barriers to reusing manufacturing knowledge and how model-based manufacturing may ease the burden of knowledge sharing. Lastly, the proposal addresses the direction of future research for holistic solutions of using manufacturing knowledge earlier in the product life cycle.
",13
"A series of neurological and psychiatric symptoms occur after traumatic brain injury (TBI), with cognitive dysfunction being one of the most prominent sequela. Given that tau hyperphosphorylation is an important cause of cognitive impairment in patients of Alzheimer's disease, our present study detected the presence of hyperphosphorylated tau (p-tau), mainly at Ser404, in multiple brain regions, including the ipsilateral parietal cortex, contralateral hippocampus and prefrontal cortex, immediately after the injury in a mouse TBI model; these changes lasted for at least 4w. All of these brain regions play important roles in working memory. Hyperphosphorylated tau protein was primarily located in neurons and was accompanied by axonal injury and dendritic spine degeneration. Our study demonstrated that p-tau spreads gradually and selectively from the injured cortex to other brain regions after TBI and that all of the affected regions are part of the working memory circuit. These findings provide experimental support for the role of p-tau in cognitive impairment in the early phase after TBI. (C) 2017 Elsevier B.V. All rights reserved.
",25
"Objectives: The purpose was to examine the effectiveness of music care on cognitive function, depression, and behavioral problems among elderly people with dementia in long-term care facilities in Taiwan. Methods: The study had a quasi-experimental, longitudinal research design and used two groups of subjects. Subjects were not randomly assigned to experimental group (n = 90) or comparison group (n = 56). Based on Bandura's social cognition theory, subjects in the experimental group received Kagayashiki music care (KMC) twice per week for 24 weeks. Subjects in the comparison group were provided with activities as usual. Results: Results found, using the control score of the Clifton Assessment Procedures for the Elderly Behavior Rating Scale (baseline) and time of attending KMC activities as a covariate, the two groups of subjects had statistically significant differences in the mini-mental state examination (MMSE). Results also showed that, using the control score of the Cornell Scale for Depression in Dementia (baseline) and MMSE (baseline) as a covariate, the two groups of subjects had statistically significant differences in the Clifton Assessment Procedures for the Elderly Behavior Rating Scale. Conclusion: These findings provide information for staff caregivers in long-term care facilities to develop a non-invasive care model for elderly people with dementia to deal with depression, anxiety, and behavioral problems.
",9
"Remote sensing observations are extensively used for analysis of environmental variables. These variables often exhibit spatial correlation, which has to be accounted for in the calibration models used in predictions, either by direct modelling of the dependencies or by allowing for spatially correlated stochastic effects. Another feature in many remote sensing instruments is that the derived predictor variables are highly correlated, which can lead to unnecessary model over-training and at worst, singularities in the estimates. Both of these affect the prediction accuracy, especially when the training set for model calibration is small. To overcome these modelling challenges, we present a general model calibration procedure for remotely sensed data and apply it to airborne laser scanning data for forest inventory. We use a linear regression model that accounts for multicollinearity in the predictors by principal components and Bayesian regularization. It has a spatial random effect component for the spatial correlations that are not explained by a simple linear model. An efficient Markov chain Monte Carlo sampling scheme is used to account for the uncertainty in all the model parameters. We tested the proposed model against several alternatives and it outperformed the other linear calibration models, especially when there were spatial effects, multicollinearity and the training set size was small. (C) 2017 The Authors. Published by Elsevier Inc.
",20
"Isogeometric Analysis (IGA) introduced in 2005 by Hughes et al. (2005) [1] exploits one mathematical basis representation for computer aided design (CAD), geometry and analysis during the entire engineering process. In this paper we extend this concept also for visualization. The presented post-processing and visualization techniques thereby strengthen the relation between geometry, analysis and visualization. This is achieved by facilitating the same mathematical function space used for geometry and analysis also for post-processing and visualization purposes. During non-linear analysis derivatives are incrementally computed and stored with different basis function representations. We introduce and investigate projection methods to be able to use the same function space for both displacements and stresses without loss of accuracy. To obtain a common representation for structured and unstructured meshes like hierarchical spline, locally refined B-spline (LR B-spline) and T-spline techniques we exploit Bezier decomposition in a post-processing step resulting in a Bezier element representation and constitute it as generalized representation. The typically used unrelated (fictitious) finite element mesh representation for visualization purposes are easily replaced without changing the underlying geometry as well as the algorithmic data structure. One further benefit of the used Bezier decomposition lies in the fact that it facilitates a natural parallel implementation on Graphics Processor Units (GPUs) exploiting shader programming. In this paper we have developed and investigated an accurate, efficient and practical post-processing pipeline for visualization of isogeometric analysis results. The proposed IGA visualization pipeline consists of three steps: (1) Projection, (2) Bezier decomposition and (3) Pixel-accurate rendering. We have tested four different projection methods. A description on how to perform Bezier decomposition of LR B-splines are given (whereas for hierarchical and T-splines this has been done before). Furthermore, the use of GPU shader programming to enable efficient and pixel-accurate visualization is detailed. The performance of the four different projection techniques has been tested on manufactured problems as well as on realistic benchmark problems. Furthermore, the IGA visualization pipeline has been demonstrated on a number of real-world applications. (C) 2016 The Author(s). Published by Elsevier B.V. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).
",13
"Adipokines, pleiotropic molecules produced by white adipose tissue (WAT) have attracted the attention of scientists since 1994. The role of adipokines in metabolic syndrome is known and fixed. Adipokines exerting a variety of metabolic activities have contributed to the ethiopathogenesis and the consequences of metabolic syndrome. Furthermore, adipokines are involved in the regulation of inflammatory processes and autoimmunity in the light of pathogenesis of connective tissue diseases. Given some evidence for the influence of adipokines in metabolic syndrome, there may be a link between CVDs and rheumatic diseases. This review provides an overview of the literature focusing on the role of adipokines in rheumatic diseases by putting special emphasis on the potential role of leptin, resistin, adiponectin, chemerin, visfatin and novel adipokines in connective tissue diseases.
",26
"Purpose: The primary objective was to use isotemporal substitution models to estimate whether replacing time spent in sedentary video games (SVGs) and active outdoor play (AOP) with active video games (AVGs) would be associated with changes in youth's mental health. Methods: A representative sample of 20,122 Canadian youth in Grades 6-10 was studied. The exposure variables were average hours/day spent playing AVGs, SVGs, and AOP. The outcomes consisted of a negative and internalizing mental health indicator (emotional problems), a positive and internalizing mental health indicator (life satisfaction), and a positive and externalizing mental health indicator (prosocial behavior). Isotemporal substitution models estimated the extent to which replacing time spent in SVGs and AOP with an equivalent amount of time in AVGs had on the mental health indicators. Results: Replacing 1 hour/day of SVGs with 1 hour/day of AVGs was associated with a 6% (95% confidence interval: 3%-9%) reduced probability of high emotional problems, a 4% (2%-7%) increased probability of high life satisfaction, and a 13% (9%-16%) increased probability of high prosocial behavior. Replacing 1 hour/day of AOP with 1 hour/day of AVGs was associated with a 7% (3%-11%) increased probability of high emotional problems, a 3% (1%-5%) reduced probability of high life satisfaction, and a 6% (2%-9%) reduced probability of high prosocial behavior. Conclusions: Replacing SVGs with AVGs was associated with more preferable mental health indicators. Conversely, replacing AOP with AVGs was associated with more deleterious mental health indicators. (C) 2016 Society for Adolescent Health and Medicine. All rights reserved.
",12
"Multiple kernel learning (MKL) algorithms are proposed to address the problems associated with kernel selection of the kernel-based classification algorithms. Using a group of kernels rather than one single kernel, the MKL algorithms aim to provide better classification efficiency. This paper presents new similarity-based MKL algorithms to classify remote-sensing images. These algorithms find the optimal combination of kernels by maximizing the similarity between a combination of kernels and an ideal kernel. In this framework, we initially introduced three similarity measures to be used: kernel alignment, norm of kernel difference, and Hilbert-Schmidt independence criterion. Then, we proposed to solve the optimization problems of the MKL algorithm associated with each similarity measure adopting heuristic and convex optimization methods. The performances of the proposed algorithms were compared with a single kernel support vector machines as well as other MKL algorithms for classifying the features extracted from the high-resolution and hyperspectral images. The results demonstrated that the similarity-based MKL algorithms performed better than other algorithms, especially when their optimization problems were solved using the convex optimization methods or when few training samples were available. Moreover, when the optimization problems of these algorithms were solved using the heuristic optimization methods, they were able to yield acceptable performances and were faster than other MKL algorithms.
",20
"Glutamate is an essential excitatory neurotransmitter that regulates brain functions, and its activity is tightly regulated by glutamate transporters. Excess glutamate in the synaptic cleft and dysfunction of excitatory amino acid transporters have been shown to be involved in development of Alzheimer's disease, but the precise regulatory mechanism is poorly understood. Using a D-[H-3]-aspartic acid uptake assay, we found that A beta(1-42) oligomers impaired glutamate uptake in astrocytes and neurons. In astrocytes, this process was accompanied by reduced expression of GLT-1 and GLAST as detected by Western blot and immunocytofluorescence. However, mRNA levels of EAATs detected by qPCR in astrocytes and neurons were not altered, which suggests that this process is post-translational. Co-localization analysis using immunocytofluorescence showed that ubiquitylation of GLT-1 significantly increased. Therefore, we hypothesized that A beta(1-42) oligomers-induced endocytosis of astrocytic GLT-1 may be involved in ubiquitylation. In addition, A beta(1-42) oligomers enhanced secretion of IL-beta,TNF-alpha, and IL-6 into culture supernatant, which may be correlated with an inflammatory response and altered EAATs expression or function in Alzheimer's disease. These findings support the idea that dysregulation of the glutamatergic system may play a significant role in pathogenesis of Alzheimer's disease. Furthermore, enhancing expression or function of EAATs in astrocytes and neurons might be a new therapeutic approach in treatment of Alzheimer's disease. (C) 2017 Elsevier Ltd. All rights reserved.
",25
"Recycling is defined as the process that changes materials into new products for preventing the waste of potentially useful materials, reducing the consumption of fresh raw materials, the energy usage and the air and water pollution. Many of the large, existing buildings which don't have any historical importance, such as industrial type, office buildings or apartments, have a reinforced concrete structure. Recycled concrete is mainly used as coarse aggregate and filler in road construction industry; another usage of it could be adding it into new mixtures. So far this usage has led to a significant decrease in mechanical properties for the new mixture. It is well known that the cement industry is an important energy consumer and also a CO2 releaser. Present paper is devoted to the use of recycled concrete materials obtained from concrete elements into new mixes as a replacement of the cement. An experimental program was developed in this purpose; physical and physical-chemical tests were made on obtained materials, The mechanical properties of the obtained mortar samples have been also studied.
",22
"In this paper, we focus on tackling the problem of automatic accurate localization of detected objects in high-resolution remote sensing images. The two major problems for object localization in remote sensing images caused by the complex context information such images contain are achieving generalizability of the features used to describe objects and achieving accurate object locations. To address these challenges, we propose a new object localization framework, which can be divided into three processes: region proposal, classification, and accurate object localization process. First, a region proposal method is used to generate candidate regions with the aim of detecting all objects of interest within these images. Then, generic image features from a local image corresponding to each region proposal are extracted by a combination model of 2-D reduction convolutional neural networks (CNNs). Finally, to improve the location accuracy, we propose an unsupervised score-based bounding box regression (USB-BBR) algorithm, combined with a nonmaximum suppression algorithm to optimize the bounding boxes of regions that detected as objects. Experiments show that the dimension-reduction model performs better than the retrained and fine-tuned models and the detection precision of the combined CNN model is much higher than that of any single model. Also our proposed USB-BBR algorithm can more accurately locate objects within an image. Compared with traditional features extraction methods, such as elliptic Fourier transform-based histogram of oriented gradients and local binary pattern histogram Fourier, our proposed localization framework shows robustness when dealing with different complex backgrounds.
",20
"Shallow coastal areas of oceans, seas and lakes pose significant remote sensing and navigational challenges due to the transient nature of bathymetric features that characterize these areas (e.g., shoals and shoaling). Seabed data/ maps often represent these areas as white ribbon zones, where sparse data coverage presents a particular challenge to defining and enforcing sustainable use of marine resources. Given the lengthy perimeter of coastlines, there is a need for cost-efficient methods for producing high resolution maps of shallow areas. The research described here compares airborne light detection and ranging (LiDAR) with shipboard acoustic surveys around the Kvarken Archipelago of the northern Baltic Sea. The Kvarken Archipelago includes a unique, brackish shallow water marine environment with a number of moraines. The landscape of the area is characterised by fields of ridged, washboard-like De Geer moraines. The moraines combined with an ongoing glacio-isostatic uplift typical of the area, lead into succession of the elevated structures from the seafloor to land, where present seabed structures will rise on land in future. The ongoing modification of the environment by both climatic and geologic forces contributes to complex geomorphic and ecological feedback systems operating on a range of spatial and temporal scales. Airborne LiDAR can provide high resolution remote sensing data on shallow coastal areas. The technology is especially effective in areas with very shoal waters, like those found along the Finnish coast. LiDAR enables continuous detection of topographic (elevation) and bathymetric (depth) data and can thus generate continuous maps of transition zones between continental and marine areas. Environmental conditions such as water clarity and ice cover can affect LiDAR depth detection capabilities: these conditions require complementary accuracy assessment strategies. As LiDAR cannot determine detailed information on seafloor surface substrate, and anything on subsurface substrate type, geological conditions are determined through the application of acoustic-seismic. methods, sediment sampling and underwater video. Data from LiDAR surveys provide a detailed topographic and bathymetric map of the study area up to water depths of 14 m. The seabed bathymetry model shows a series of elevated, narrow, elongate features that appear throughout the study area. These parallel ridges represent the uppermost geomorphic features of the seafloor. Interpretation of acoustic bathymetric surveys indicates that these ridges are De Geer moraines. The general orientation of these moraines differs from that associated with older features of the northern Kvarken Archipelago. Eroded remnants of older De Geer moraines are overprinted at a high angle by the younger landforms. De Geer moraines in the study area thus represent two phases of deglaciation and finally the eastward ice-sheet/ice edge retreat. The combined approach of using LiDAR and acoustic bathymetric data provides new insights into past glacial dynamics of the Kvarken Archipelago and the Gulf of Bothnia. (C) 2017 Published by Elsevier B.V.
",20
"Objectives. To evaluate the impact and risk factors associated with an abnormal exercise test ( ET) in systemic inflammatory rheumatic disease ( SIRD) patients before commencing supervised physical exercise. Methods. A total of 235 SIRD patients were enrolled in three controlled clinical trials, including 103 RA, 42 SLE and 57 AS patients. The control group consisted of 231 healthy, sedentary subjects matched for age, gender and BMI. All performed an ET, according to Bruce's or Ellestad's protocol. Cardiovascular disease risk factors, medications, comorbidities and details of each SIRD were assessed. Results. SIRD patients had a higher percentage of abnormal ETs compared with the control group, especially exercise hypertensive behaviour, higher oxygen consumption, higher resting heart rate and heart rate at the first minute of recovery, and chronotropic incompetence (C-Inc) (P < 0.001). The disease itself was involved with higher likelihood of having an abnormal ET [Odds ratio (OR) = 12.0, 95% CI: 2.5, 56.7; P = 0.002 for SLE; OR = 13.56, 95% CI: 6.16, 29.8; P < 0.001 for RA; and OR = 4.31, 95% CI: 1.17, 15.8; P = 0.028, for AS]. Each 10-year increment of age increased the chance of having an abnormal ET by 13% (P = 0.008) in AS patients, as well as hypertension (OR = 7.14, 95% CI: 1.61, 31.6; P = 0.01). Regarding C-Inc, age played a protective role (OR = 0.88, 95% CI: 0.78, 0.99; P = 0.043) in SLE, and ASDAS-ESR was associated with a higher risk in AS (OR = 2.73, 95% CI: 0.93, 8.0; P = 0.067). Conclusion. Our results showed a higher prevalence of abnormal ETs in asymptomatic cardiovascular SIRD patients, and the disease itself was associated with a higher likelihood of having an abnormal test, emphasizing the relevance and need of performing it before starting supervised physical exercise.
",26
"In a city there are numerous items, many of them unnoticed but essential; this is the case of the signals. Signals are considered objects with reduced technological interest, but in this paper we prove that making them smart and integrating in the IoT (Internet of Things) could be a relevant contribution to the Smart City. This paper presents the concept of Smart Signal, as a device conscious of its context, with communication skills, able to offer the best message to the user, and as a ubiquitous element that contributes with information to the city. We present the design considerations and a real implementation and validation of the system in one of the most challenging environments that may exist in a city: a tunnel. The main advantages of the Smart Signal are the improvement of the actual functionality of the signal providing new interaction capabilities with users and a new sensory mechanism of the Smart City.
",18
"Background: Most countries have started to educate students with special educational needs (SEN) in mainstream schools, but it remains unclear how inclusive attitudes towards students with SEN can be promoted. Aims: This study investigated the role of adolescents' friendships and socio-moral competencies for their attitudes towards the inclusion of students with SEN. Specifically, we studied whether adolescents without SEN would develop more inclusive attitudes if they had close friendships with SEN students and if they expressed negative emotions about social exclusion. Methods: Adolescents' inclusive attitudes and their emotions were gathered from survey data of 1225 Swiss students aged 11-13. Social network data were collected to assess adolescents' friendship relationships. Results: The results indicated that adolescents' friendship closeness with SEN students positively related to their inclusive attitudes. However, this was only true for adolescents who anticipated more negative than positive emotions if a student with SEN was excluded. Implications: These findings highlight the role of friendship relationships between adolescents with and without SEN and adolescents' socio-moral experiences for their attitudes towards the inclusion of peers with SEN. Thus, inclusive education may benefit from promoting friendships among students with and without SEN as well as adolescents' sociomoral competencies. (C) 2017 Elsevier Ltd. All rights reserved.
",8
"In the manufacturing field it happens that products are processed by high-speed production lines. They pass through different machines in order to be processed, according to a pre-established order, resting on moving supports. Usually they do not stop during this process: rather, the machines are able to track and handle them while they are moving. The advantages of this kind of process stem from the continuous motion of the product, that results in an increased productivity since there is no downtime during the production. As a consequence, the tracking of goods is widely adopted to process, to manipulate and to package the products. As reported in literature, strong effort is being directed at the development of an effective control system allowing for the synchronization of the operations and the detection of the position of the incoming products. All of these systems are generally called cutting systems on the fly. For the design and the setup of these systems, it is critical to have a tool to simulate and analyse the behaviour of the machine. This article proposed a systemic approach to model the main elements that characterize such systems aimed to develop the most effective control strategy to improve the performance of the machine. The simulation tool allows to predict the behaviour of the machine and to test different control strategies.
",16
"Testicular spermatogonial stem cells (SSCs) are a heterogeneous population of stem cells, and definitive marker for the most primitive subset that undergoes asymmetric cell division remains to be identified. A novel subpopulation of pluripotent, very small embryonic-like stem cells (VSELs) has been reported in both human and mouse testes. Follicle-stimulating hormone (FSH) receptors (FSHRs) are expressed on Sertoli cells in testis and on granulosa cells in ovary, but recently FSHRs are reported on VSELs in ovaries, bone marrow, and cord blood. The present study was aimed to investigate whether FSHRs are also expressed on testicular stem cells (VSELs and SSCs) and their possible modulation by FSH using intact and chemoablated (25 mg/kg busulfan) mice. Chemoablated testis was a better model to study stem cell biology since quiescent stem cells survive along with the Sertoli cells in the tubules. Proliferating cell nuclear antigen-positive, small-sized cells presumed to be VSELs were clearly visualized, and flow cytometry analysis revealed an increase in LIN-/CD45(-)/SCA-1(+) VSELs from 0.045 +/- 0.008% to 0.1 +/- 0.03% of total cells in chemoablated testis after FSH treatment. Very small embryonic-like stem cells expressing nuclear octamer-binding transcription factor 4 (OCT-4) and SSCs with cytoplasmic OCT-4 were detected. Very small embryonic-like stem cells (Oct-4A, Sca-1, Nanog), SSCs (Oct-4), and proliferation (Pcna) specific transcripts were upregulated on FSH treatment. Stem cells expressed FSHR and were stimulated by FSH, and Fshr3 was the predominant transcript maximally modulated by FSH. Nuclear OCT-4 and SCA-1 (stem cell antigen 1) positive VSELs are the most primitive stem cells in testis, and FSH stimulates them to undergo asymmetric cell division including self-renewal and give rise to SSCs, which in turn proliferate rapidly and undergo clonal expansion and further differentiation.
",29
"Synadenium grantii is frequently used for the treatment of various diseases such as allergies, gastric disorders, and especially cancer. The aim of this study was to evaluate the possible antiproliferative potential of the methanol extract, fractions, and pure compounds from the stems of S grantii. Phytochemical analysis was carried out by conventional chromatographic techniques, and the antiproliferative activity was analyzed using the sulforhodamine B assay and an MTT-based assay. Nonpolar fraction and its subfractions from the stems of S grantii exhibited promising cytostatic effect against several human tumor cell lines (glioma, breast, kidney, and lung), with total grown inhibition values ranging from 0.37 to 2.9 g/mL. One of the active principles of this plant was identified as a rare phorbol diterpene ester, denoted as 3,4,12,13-tetraacetylphorbol-20-phenylacetate. This compound demonstrated antiproliferative activity against glioma, kidney, lung, and triple-negative breast cancer cell lines. These results demonstrate that S grantii stems produce active principles with relevant antiproliferative potential.
",24
"Energy, CO2 and Water are most important issues that environmental impact in buildings and cities. These are related each other very closely. This study has attempted to analyze CO2 emission by water usages, sewage wastes and also water saving strategies like installation water saving devices, rainwater harvesting and gray water system in office buildings. To assess from the early design stage, should be developed regional water amount and regional CO2 emission factor by water. Consequently, estimated one sample office project in Korea and suggested effective CO2 emission reduction plan in the water sector. Total amount of CO2 emission in the water sector in sample office building is 188.25 t center dot CO(2)eq/yr.
",21
"The aim was to evaluate the relationship between maternal corticosteroid use during first trimester of pregnancy and risk of orofacial clefts (OC). The overall findings showed a certain association between maternal corticosteroid use and occurrence of OC, compared with non-users (OR= 1.16 [95% CI: 1.01-1.33]). When study type was considered this association was significant only for case-control studies (OR = 1.22 [95% CI: 1.02-1.47]), and not for cohort studies (OR = 1.09 [95% CI: 0.88-1.34]) when there are many confounders (dose, route of application, disease etc.) and biases (re-call, loss-to followup etc.) that still need to be considered. A subgroup analysis based on the type of OC gave an overall OR of 1.41 (95% CI: 1.14-1.74) in the case-control studies for cleft lip with or without palate (CL/P) and 1.09 (95% CI: 0.80-1.48) for cleft palate only (CPO), when comparing maternal corticosteroid users with non-users. However, for cohort studies, the overall OR for CL/P is 1.06 (95% CI: 0.82-1.37) and 1.20 (95% CI: 0.83-1.75) for CPO. The absolute risk of facial cleft after prenatal exposure to corticosteroids, if any, is small. (C) 2017 Elsevier Inc. All rights reserved.
",32
"This paper discusses the potential of bamboo as a building material for Western countries. In the study presented, bamboo culms were environmentally and financially assessed and compared to building materials more common in Western Europe, e.g., steel, concrete and timber. Furthermore, a case study was done of temporary European bamboo buildings, structures and bridges, in order to determine factors of success and failure of building with bamboo. This paper presents the results of these studies, which indicate that within certain boundary conditions and with consideration of the recommendations following the case study, bamboo is a very sustainable building material for Western countries and can be competitive to materials more commonly used. (c) 2005 Elsevier Ltd. All rights reserved.
",22
