text,labels
"Radish (Raphanus sativus L) is cultivated worldwide and is of agronomic importance. dsRNAs associated with partitiviruses were previously found in many R. sativus varieties. In this study, three large dsRNAs from radish were cloned using a modified single primer amplification technique. These three dsRNAs of lengths 3638, 3517 and 3299 bp shared conserved untranslated terminal regions, and each contained a major open reading frame putatively encoding the chrysoviral replicase, capsid protein and protease respectively. Isometric virus-like particles (VIP), approximately 45 nm in diameter, were isolated from the infected radish plants. Northern blotting indicated that these dsRNAs were encapsidated in the VLP. The virus containing these dsRNA genome segments was named Raphanus sativus chrysovirus 1 (RasCV1). Phylogenetic analysis revealed that RasCV1 is a new species of the Chrysoviridae family and forms a plant taxon with another putative plant chrysovirus, Anthurium mosaic-associated virus (AmaCV). Furthermore, no fungal mycelia were observed in radish leaf tissues stained with trypan blue. These results indicated that RasCV1 is most likely a plant chrysovirus rather than a chrysovirus in symbiotic fungi. An exhaustive BLAST analysis of RasCV1 and AmaCV revealed that chrysovirus-like viruses might widely exist in eudicot and monocot plants and that endogenization of chrysovirus segments into plant genome might have ever happened. (C) 2013 Elsevier B.V. All rights reserved.
",10
"Glioma is the most common primary malignant tumor of the central nervous system, which results in both a poor prognosis and outcome because of the aggressive progression of disease, growth and resistance to surgery, chemotherapy, and radiotherapy. MiR-140-5p is a small, non-coding single-stranded RNA molecule, which was previously studied in the settings of human tongue cancer, hepatocellular carcinoma, and colorectal cancer. However, detailed data that formally demonstrate the contribution of miR-140-5p to glioma development are missing. Similarly, relatively little is known about the relationship of miR-140-5p, vascular endothelial growth factor A, and matrix metalloproteinase-2 in glioma progression. In this study, we found that miR-140-5p expression was significantly decreased in glioma tissues and in the glioma cell-lines U87 and U251 as compared with non-cancerous brain tissues by quantitative real-time polymerase chain reaction. In addition, miR-140-5p inhibited glioma cell proliferation and invasion and promoted glioma cell apoptosis both in vivo and in vitro. Interestingly, while the expression levels of miR-140-5p were higher in glioma cells, the messenger RNA or protein expression levels of vascular endothelial growth factor A and matrix metalloproteinase-2 were lower in glioma cells as determined by quantitative real-time polymerase chain reaction, western blot assay, and immunohistochemistry. By contrast, downregulation in the expression levels of miR-140-5p augmented the messenger RNA and protein expression levels of both vascular endothelial growth factor A and matrix metalloproteinase-2. These findings suggested that miR-140-5p inhibited glioma proliferation and invasion by regulating the vascular endothelial growth factor A/matrix metalloproteinase-2 signaling pathway both in vitro and in vivo.
",9
"Autism Spectrum Disorder (ASD) is a neurodevelopmental disorder with atypical cortical maturation leading to a deficiency in social cognition and language. Numerous studies have attempted to classify ASD using brain measurements such as cortical thickness, surface area, or volume with promising results. However, the underpowered sample sizes of these studies limit external validity and generalizability at the population level. Large scale collaborations such as Enhancing NeuroImaging Genetics through Meta Analysis (ENIGMA) or the Autism Brain Imaging Data Exchange (ABIDE) aim to bring together like-minded scientists to further improve investigations into brain disorders. To the best of our knowledge, this study represents the largest classification analysis for detection of ASD vs. healthy age and sex matched controls using cortical thickness brain parcellations and intracranial volume normalized surface area and subcortical volumes. We were able to increase classification accuracy overall from 56% to 60% and for females only by 6%. These novel findings using Evolving Partitions to Improve Connectomics (EPIC) underscore the importance of large-scale data-driven approaches and collaborations in the discovery of brain disorders.
",3
"The paper aims at explaining why large-scale energy-intensive industries-here the German iron and steel industry-had a period of slow uptake of major energy-efficient technologies from the mid 1990s to mid 2000s (Arens and Worrell, 2014) and why from the mid 2000s onwards these technologies are increasingly implemented again. We analyze the underlying factors and investment/innovation behavior of individual firms in the German iron and steel industry to better understand barriers and drivers for technological change. The paper gives insights on the decision-making process on energy efficiency in firms and helps to understand how policy affects decision-making. We use a mixed method approach. First, we analyze the diffusion of three energy-efficient technologies (EET) for primary steelmaking from their introduction until today (top-pressure recovery turbine (TRT), basic oxygen furnace gas recovery (BOFGR), and pulverized coal injection (PCI)). We derive the uptake of these technologies both at the national level and at the level of the individual firm. Second, we analyze the impact of drivers and barriers on the decision-making process of individual firms whether or not they want to implement these technologies. Economics and access to capital are the foremost barriers to the uptake of an EET. If the expected payback period exceeds a certain value or if the company lacks capital, investments in EET seem not to happen. But even if an EET is economically viable and the company has access to capital, investments in EET might not be realized. Policy-induced prices might have strengthened the recent diffusion of TRT. We found indications that in a limited number of cases, policy intervention was a driving factor. Technical risks and imperfect information are only marginal factors in our cases. Site-specific factors seem to be important, as site-specific factors shape the economics of the selected EET.
",0
"Some species of the Arcobacter genus are considered emerging foodborne and waterborne en. However, the presence of Arcobacter spp. in vegetables very little is known, because most studies have focused on foods of animal origin. On the other hand, quinolones are considered as first-line drugs for the treatment of infection by campylobacteria in human patients, but few data are currently available about the resistance levels to these antibiotics among Arcobacter species. Therefore, the aim of this study was to investigate the presence and diversity of arcobacters isolated from fresh vegetables such as lettuces, spinaches, chards and cabbages. Resistance to quinolones of the isolates was also investigated. One hundred fresh vegetables samples purchased from seven local retail markets in Valencia (Spain) during eight months were analysed. The study included 41 lettuces, 21 spinaches, 34 chards and 4 cabbages. Samples were analysed by culture and by molecular methods before and after enrichment. By culture, 17 out of 100 analysed samples were Arcobacter positive and twenty-five isolates were obtained from them. Direct detection by PCR was low, with only 4% Arcobacter spp. positive samples. This percentage increased considerably, up 20%, after 48 h enrichment. By polymerase chain reaction-restriction fragment length polymorphism (PCR-RFLP), 17 out of the 25 isolates were identified as A. butzleri and 8 as A. cryaerophilus. Only two A. butzleri isolates showed resistance to levofloxacin and ciprofloxacin. The sequencing of a fragment of the QRDR region of the gyrA gene from the quinolones-resistant isolates revealed the presence of a mutation in position 254 of this gene (C-T transition). This study is the first report about the presence of pathogenic species of Arcobacter spp. in chards and cabbages and confirms that fresh vegetables can act as transmission vehicle to humans. Moreover, the presence of A. butzleri quinolone resistant in vegetables could pose a potential public health risk. (C) 2017 Elsevier Ltd. All rights reserved.
",9
"Prior work shows that children selectively learn from credible speakers. Yet little is known how they treat information from non-credible speakers. This research examined to what extent and under what conditions children may or may not learn from problematic sources. In three studies, we found that children displayed trust toward previously inaccurate speakers. Children were equally likely to extend labels from previously accurate and inaccurate speakers to novel objects. Moreover, they expected third parties to share labels provided by previously inaccurate speakers. Only when there was clear evidence that the speakers' information was wrong (as in the case when speakers' perceptual access to the information was blocked), did young children reject the label. Together, the findings provide evidence that young children do not completely ignore the labels supplied by non-credible speakers unless there is strong reason to do so.
",3
"A novel weak capacitance measurement system is proposed to measure the gas-solid two-phase flows. The system is mainly consist of capacitance sensor, Micro-programmed Control Unit (MCU), Direct Digital Synthesizer (DDS), operational amplifier, analogue multiplier and low-pass filter. Since the stray capacitance is much larger than the variation of measured capacitance, the stray capacitance should be eliminate by the measurement system. The experimental results show that the system meets the application requirement, and has good linearity, high measurement accuracy and stray-immune. The result of the percentage error is about 0.6% and the non-linear error is less than 1.5%. The sampling rate which is related to the frequency of the signal generator and the MCU clock can reach 500 kps.
",2
"Nano-fibrillated cellulose (NFC), an abundant renewable bio-macromolecule, has received much attention in the research community. The study detailed herein is related to the preparation of photocatalytic nanocomposites consisting of nano-fibrillated cellulose/magnetite/titanium dioxide nanoparticles (NFC@Fe3O4@TNP). The aim of this study is to improve the photocatalytic efficiency of NFC-TNP composites and to improve their recyclability during the photocatalytic hydrogen generation. The NFC@Fe3O4@TNP nanocomposites were characterized by TEM, EDX, SAED, XRD, XPS, FTIR, Raman spectra and VSM techniques, The results showed that Fe3O4 NP and TNP were Well-distributed on the surface of NFC. The photocatalytic efficiency study showed that NFC@Fe3O4@TNP nanocomposites represented a higher photocatalytic hydrogen generation rate in comparison with that of NFC-TNP sample. In addition, the NFC@Fe3O4@TNP nanocomposites can be readily recovered from the system using a magnet due to their stable superparamagnetic properties, and they had only a marginal loss of TNP and photocatalytic efficiency after fifteen cycles. (C) 2017 Published by Elsevier B.V.
",6
"This paper identifies several directions to improve the performances of the operating mechanism for medium voltage circuit breakers in order to get variable moving characteristics of the moving contact adjusted to the value of the switching current. Different drive solutions currently used in the operation of vacuum circuit breakers and SF6 were analyzed comparatively, as well as the performances they have to meet depending on the application. The solution proposes the use of a system with a microprocessor able to independently control the operation of moving contacts by stepper motors and the acquisition of the circuit breaker functional parameters.
",1
"Gas sensors play a vital role on many aspects in our society, and have gained much progress, propelled by the development of nanoscience and nanotechnology. In this regard, metal oxides with heterojunctions have attracted tremendous attention owing to their enhanced gas sensing properties. Herein, belt-tooth shape ZnO/In2O3 nano-heterostructures has been achieved through a chemical vapor deposition process. The gas sensor fabricated from the as-prepared nano-heterostructures exhibits superior sensing performances for C2H2 gas at low operating temperature (90 degrees C). Moreover, the Au decorated ZnO/In2O3 nano-heterostructures (Au-ZnO/In2O3) exhibit enhanced C2H2 sensing properties such as higher response, less response time, better selectivity and smaller deviation from the ideal value of power exponent. More significantly, the response to C2H2 gas is maintained well in 30 days, indicating good long-term stability. In addition, both the potential-barrier-controlled carrier transport model combining with the surface depletion model and the unique properties of Au are presented to describe the C2H2 gas sensing mechanism of Au-ZnO/In2O3. This study offers an innovative methodology to design novel gas sensing materials and enhance gas sensing performances. (C) 2016 Elsevier B.V. All rights reserved.
",6
"Legislation in the United States, such as the Child Abuse Prevention and Treatment Act and the Individuals With Disabilities Education Improvement Act, mandates service system collaboration to meet the complex needs of young children with disabilities who have experienced abuse. This literature review examines extant literature related to young children with disabilities who have experienced abuse. Gaps in the literature are identified and future directions are discussed.
",4
"Aim: To investigate the action of isothiafludine (NZ-4), a derivative of bis-heterocycle tandem pairs from the natural product leucamide A, on the replication cycle of hepatitis B virus (HBV) in vitro and in vivo. Methods: HBV replication cycle was monitored in HepG2.2.15 cells using qPCR, qRT-PCR, and Southern and Northern blotting. HBV protein expression and capsid assembly were detected using Western blotting and native agarose gel electrophoresis analysis. The interaction of pregenomic RNA (pgRNA) and the core protein was investigated by RNA immunoprecipitation. To evaluate the anti-HBV effect of NZ-4 in vivo, DHBV-infected ducks were orally administered NZ-4 (25, 50 or 100 mg.kg(-1).d(-1)) for 15 d. Results: NZ-4 suppressed intracellular HBV replication in HepG2.2.15 cells with an IC50 value of 1.33 mu mol/L, whereas the compound inhibited the cell viability with an IC50 value of 50.4 mu mol/L. Furthermore, NZ-4 was active against the replication of various drug-resistant HBV mutants, including 3TC/ETV-dual-resistant and ADV-resistant HBV mutants. NZ-4 (5, 10, and 20 mu mol/L) concentration-dependently reduced the encapsidated HBV pgRNA, resulting in the assembly of replication-deficient capsids in HepG2.2.15 cells. Oral administration of NZ-4 dose-dependently inhibited DHBV DNA replication in the DHBV-infected ducks. Conclusion: NZ-4 inhibits HBV replication by interfering with the interaction between pgRNA and HBcAg in the capsid assembly process, thus increasing the replication-deficient HBV capsids. Such mechanism of action might provide a new therapeutic strategy to combat HBV infection.
",10
"The present study examines the molecular mechanism underlying in vitro-induced resistance to FLC (fluconazole), KTC (ketaonazole), MCZ (miconazole) and CHX (cycloheximide) in AS (azole-susceptible) strains of Candicia albicans when exposed to CaCDR1/CaCDR2 inducers like FPZ (fluphenazine) and steroids [PRG (progesterone) and beta-EST (beta-oestradiol)]. By employing spot and checkerboard titre assays, we provide evidence of an in vitro-induced antagonism between tested drugs and inducers, which was accompanied with a concomitant increase in CaCDR1 and CaCDR2 transcript levels. Notably, unlike AS isolates, parental WT (wild-type) and Delta cdr2 null strains, Delta cdrl as well as Delta cdr1/Delta cdr2 nulls, when challenged with the inducers could not display antagonism. Our results validated by Northern blotting, reporter gene transcription and TRO (transcription run on) assays show that in vitro-induced antagonism between tested drugs and inducer in AS isolates was mainly due to a transient and reversible transcriptional activation of CaCDR1. Notwithstanding our earlier observation that consistent high transcript levels of CaCDR1 in clinical AR (azole-resistant) isolates were maintained due to the combination of its transcriptional activation and enhanced mRNA stability via elongated poly(A) tails, this study shows that transient and reversible transcriptional activation of CaCDR1 was the major determinant of induced antagonism in AS isolates. The distinct strategies between sustained (in AR isolates) and transiently induced resistance mechanisms (in AS isolates) adopted by Candida should become useful in improving therapeutic approaches.
",10
"Lesch-Nyhan syndrome (LNS) is an X-linked recessive disorder of purine metabolism caused by a mutation in Xq26.2-q26.3 (OMIM 308000.0004). The presence of the diagnostic triad, i.e. signs of self-injurious behavior (SIB) and results of pedigree analysis and novel molecular biology & genetic testing, confirms the diagnosis of LNS. With a level of hypoxanthine guanine phosphoribosyl-transferase 1 (HPRT1) enzyme activity < 2%, patients develop neurological, neurocognitive, and neuromotor symptoms along with SIB. Described here is a case of 4-year-old boy who was diagnosed with LNS. The boy displayed SIB, i.e. biting of the lips and fingers, and he had cerebral venous sinus thrombosis caused by LNS.
",7
"Emotional processing (EP) is a complex cognitive function necessary to successfully adjust to social environments where we need to interpret and respond to cues that convey threat or reward signals. Ex-combatants have consistently shown atypical EP as well as poor social interactions. Available reintegration programs aim to facilitate the re-adaptation of ex-combatants to their communities. However, they do not incorporate actions to improve EP and to enhance cognitive-emotional regulation. The present study was aimed at evaluating the usefulness of an intervention focused on Social Cognitive Training (SCT), which was designed to equip ex-combatants enrolled in the Social Reintegration Route with EP and social cognition skills. A group of 31 ex-combatants (mean age of 37.2, 29 men) from Colombian illegal armed groups were recruited into this study. Of these, 16 were invited to take part in a SCT and the other continued with the conventional reintegration intervention. Both groups underwent 12 training sessions in a period 12-14 weeks. They were assessed with a comprehensive protocol which included Psychosocial, Behavioral, and Emotion Processing instruments. The scores on these instruments prior to and after the intervention were compared within and between groups. Both groups were matched at baseline. Ex-combatants receiving the SCT experienced significant improvements in EP and a reduction in aggressive attitudes, effects not observed in those continuing the conventional reintegration intervention. This is the first study that achieves such outcomes in such a population using SCT intervention. We discuss the implications of such results toward better social reintegration strategies.
",3
"In this paper, we presented a novel operational amplifier (op-amp) only with solution-processed n-type amorphous indium-gallium-zinc oxide (a-IGZO) thin-film transistors (TFTs). The a-IGZO TFTs and common-source amplifier were fabricated on glass substrate through the solution process and confirmed to show stable electrical characteristics suitable for display driving circuits. Based on the experimental results, we designed an op-amp to have an overall gain of 30.5 dB, a cut-off frequency of 1.47 kHz, and a unit gain frequency of 6.65 kHz when supply voltage was +/- 15 V. Finally, by constituting the comparator, the proposed op-amp is expected to be used in power control and driving systems for display applications.
",2
"Spinal cord injury (SCI) is a devastating condition with few effective treatments. Resveratrol, a polyphenolic compound, has exhibited neuroprotective effects in many neurodegenerative diseases. However, the explicit effect and mechanism of resveratrol on SCI is still unclear. Adenosine 5' monophosphate-activated protein kinase (AMPK) and Sirtuin 1 (SIRT1), the downstream protein, play key roles in metabolizing of energy, resisting of resistance, and cellular protein homeostasis. In this study, we determined the effects of resveratrol on SCI and their potential relationship with SIRT1/AMPK signaling pathway, autophagy and apoptosis. To determine the effect of resveratrol on SCI recovery, a spinal cord contusion model was employed. Rats received treatment with resveratrol or DMSO immediately following contusion. We determined that Basso, Beattie, and Bresnahan (BBB) scores were significantly higher for injured rats treated with resveratrol. Nissl and HE staining revealed that resveratrol treatment significantly reduced the loss of motor neurons and lesion size in the spinal cord of injured rats when compared to vehicle-treated animals. Spinal cord tissue was assessed by Western blot, reverse transcription-polymerase chain reaction (RT-PCR) and immunohistochemical analyses 7 days after injury for changes in expression of SIRT1/AMPK signaling pathway, autophagy and apoptosis proteins. Expression of SIRT1, p-AMPK, Beclin-1, LC3-B, and Bcl-2 was elevated in resveratrol-treated animals, whereas expression of p62, Cleaved Caspase-3, Caspase-9, and Bcl-2 associated X protein (Bax) was inhibited. Immunofluorescence analysis of primary neurons treated with resveratrol alone or in combination with Compound C (AMPK inhibitor) or EX527 (SIRT1 inhibitor) revealed that treatment with the inhibitors blocks the increased LC3-B expression in cells and increases the portion of TUNEL-positive cells. Taken together, these results suggest that resveratrol exerts neuroprotective effects on SCI by regulating autophagy and apoptosis mediated by the SIRT1-AMPK signaling pathway. (C) 2017 IBRO. Published by Elsevier Ltd. All rights reserved.
",9
"This paper presents a three-phase transformerless uninterruptible power supply (UPS) with sinusoidal pulse width modulation (SPWM) based division-summation (D-Sigma) digital control. A transformerless UPS controls the power flow between dc link and utility grid, as well as tracks the ac reference voltage. The proposed control law derived with D-Sigma digital approach takes into account the effects of dc-link voltage fluctuation, grid-voltage distortion and inductance variation due to different current levels. Thus, distortion of input current and filter inductor core size can be reduced significantly. However, circulating current may flow through the common ground between the input power factor corrector (PFC) and the output three-phase four-wire inverter. The derived control law based on SPWM can suppress this circulating current and regulate output voltages tightly. Experimental results measured from a three-phase transformerless UPS have confirmed the analysis and discussion of the proposed control approach.
",1
"Forensic medical evaluation rates for child abuse victims in Texas are low relative to national rates. In exploring reasons, researchers collected quantitative and qualitative interview and focus group data from multidisciplinary child abuse response team members across the state. This paper presents results of a secondary analysis of (N = 19) health care providers' interview and focus group transcripts, looking specifically at experiences with conducting forensic evaluations thoughts, struggles, and ethical issues. The analysis was conducted from a critical realist perspective using content and discourse analysis. A theme of ambivalence was identified and explored. Three discursive themes were identified: ambivalence about the legal role, the health care role, and about unintended outcomes of evaluations. Extra-discursive elements related to the physical body, resource distribution, and funding policy were examined for their interaction with discursive patterns. ImplicatiOns of findings include addressing issues in the current approach to responding to child abuse (e.g., uniting around common definitions of abuse; refining parameters for when FME is helpful; shoring up material resources for the abuse response infrastructure) and considering modification of providers' roles and activities relative to forensic work (e.g., deploying providers for prevention activities versus reactive activities). (C) 2017 Elsevier Ltd. All rights reserved.
",4
"We have carried out animal toxicity tests of chemicals for a chemical safety program implemented by the Ministry of Economy, Trade, and Industry of Japan. Here, we tested 1-tert-butoxy-4-chlorobenzene in a combined repeat-dose and developmental and reproductive toxicity test. The test chemical was administered daily by gavage to 9-week-old Crl:CD (SD) rats at doses of 0, 20, 100, and 500 mg/kg/d. Males were treated for 42 d beginning 14 d before mating. Females were treated from 14 d before mating to day 4 of lactation. Decreased spontaneous locomotion, decreased respiratory rate, and incomplete eyelid opening were observed at 500 mg/kg/d (both sexes), but resolved within 30 min of administration, suggesting central nervous system depression. No notable changes were observed in body weight, food consumption, functional battery tests, or blood test. Increased liver weight with centrilobular or diffuse hepatocyte hypertrophy was observed at 100 and 500 mg/kg/d (both sexes). There were no biochemical or histopathological changes related to hepatotoxicity. Increased kidney weight with basophilic tubules, tubule dilatation, and increased hyaline droplets were observed in males dosed at 100 and 500 mg/kg/d. Immunohistochemical staining indicated alpha(2u)-globulin nephropathy, a male rat-specific toxicity. Although kidney weight was also increased in females dosed at 500 mg/kg/d, it was not considered to be an adverse effect because there were no histopathological changes. Pup weights on postnatal day 0 were decreased at 500 mg/kg/d and still decreased on postnatal day 4. Our data indicated the no-observed-adverse-effect-level for repeated-dose and reproductive/developmental toxicity for 1-tert-butoxy-4-chlorobenzene was 100 mg/kg/d.
",5
"Young individuals better memorize initially seen faces with emotional rather than neutral expressions. Healthy older participants and Alzheimer's disease (AD) patients show better memory for faces with positive expressions. The socioemotional selectivity theory postulates that this positivity effect in memory reflects a general age-related preference for positive stimuli, subserving emotion regulation. Another explanation might be that older participants use compensatory strategies, often considering happy faces as previously seen. The question about the existence of this effect in tasks not permitting such compensatory strategies is still open. Thus, we compared the performance of healthy participants and AD patients for positive, neutral, and negative faces in such tasks. Healthy older participants and AD patients showed a positivity effect in memory, but there was no difference between emotional and neutral faces in young participants. Our results suggest that the positivity effect in memory is not entirely due to the sense of familiarity for smiling faces.
",3
"Efficient performance modeling is an extremely important task for yield analysis and design optimization of analog circuits. In this paper, a novel regression modeling method based on hierarchical shrinkage priors is proposed to construct hybrid performance models with both high accuracy and low computational cost. In particular, the user-defined model templates derived from design equations and the general-purpose orthogonal polynomials are combined together to set up a hybrid dictionary. Next, in order to avoid over-shrinking large model coefficients, a novel regression method based on hierarchical shrinkage priors and variational Bayesian inference is adopted for model fitting. A rail-to-rail operational amplifier example demonstrates that the proposed method achieves up to 40% error reduction over other state-of-the-art approaches without increasing the modeling cost.
",2
"In grid-connected converter control, grid voltage feedforward is usually introduced to suppress the influence of grid voltage distortion on the converter's grid-side AC current. However, owing to the time-delay in control systems, the suppression effect of the grid voltage distortion is seriously affected. In this paper, the positive effects of the grid voltage feedforward control are analyzed in detail, and the time-delay caused by the low-pass filter (LPF) in the voltage filtering circuits and digital control are summarized. In order to reduce the time-delay effect on the performance of the feedforward control, a voltage feedforward control strategy with time-delay compensation is proposed, in which, a leading correction of the feedforward voltage is used. The optimal leading step used in this strategy is derived from analyzing the phase-frequency characteristics of a LPF and the implementation of digital control. By using the optimal leading step, the delay in the feedforward path can be further counteracted so that the performance of the feedforward control in terms of suppressing the influence of grid voltage distortion on the converter output current can be improved. The validity of the proposed method is verified through simulation and experiment results.
",1
"People use at least two strategies to solve the challenge of understanding another person's mind: inferring that person's perspective by reading his or her behavior (theorization) and getting that person's perspective by experiencing his or her situation (simulation). The five experiments reported here demonstrate a strong tendency for people to underestimate the value of simulation. Predictors estimated a stranger's emotional reactions toward 50 pictures. They could either infer the stranger's perspective by reading his or her facial expressions or simulate the stranger's perspective by watching the pictures he or she viewed. Predictors were substantially more accurate when they got perspective through simulation, but overestimated the accuracy they had achieved by inferring perspective. Predictors' miscalibrated confidence stemmed from overestimating the information revealed through facial expressions and underestimating the similarity in people's reactions to a given situation. People seem to underappreciate a useful strategy for understanding the minds of others, even after they gain firsthand experience with both strategies.
",3
"Immunoglobulin therapy is a key element in the management of most patients with primary immunodeficiency disease. Allergist/immunologists should be familiar with the appropriate evaluation of candidates for immunoglobulin, the characteristics of immunoglobulin products, and how to use them to provide the best care to their patients. Available immunoglobulin products appear to be equally efficacious, but they are not interchangeable. Minimizing the risk of serious adverse events and controlling minor side effects is important to ideal patient care. Immunoglobulin may be administered intravenously or subcutaneously. Individualizing the choice of immunoglobulin product, mode of administration, and site of care can optimize the clinical outcome and minimize the burden of care. (C) 2016 American Academy of Allergy, Asthma & Immunology.
",8
"Recent environmental and economic considerations have made the focus of attention new treatment processes of the residual (tail) gas of Claus plants, based on the oxidative decomposition of H2S to Sulphur and Hydrogen, In this work, the thermal, oxidative decomposition of H2S in an homogeneous phase has been studied by developing a comprehensive chemical kinetic model for the oxidation of H2S in a low oxygen atmosphere, by varying the O-2/H2S ratio (0.2-0.35), residence time (150-300 ms), and process temperatures (900-1100 C-omicron). The kinetic model has been developed by combining existing models for the oxidation of H2S, with no tuning of the parameters or kinetic constants and validated in relation to the experimental data. The results show a very good agreement with the experimental values at higher temperatures (1100 C-omicron). At 900 C-omicron, the H2S conversion is well predicted by the model, whereas the H-2 yield and SO2 selectivity are consistently higher than the experimental values. A sensitivity analysis for the complex kinetic system has highlighted the importance of the reaction (O-2 + SO + SO) at lower temperatures. (C) 2016 Elsevier Ltd. All rights reserved.
",6
"When interpreting results of a functional analysis, a clinician may conclude an automatic function either because problem behavior is elevated in the alone/ignore condition relative to other conditions or because problem behavior is elevated and undifferentiated across multiple conditions. In the latter, it is difficult to determine if problem behavior is maintained by automatic reinforcement alone or is multiply maintained. The current study tested for multiply-maintained self-injurious behavior exhibited by two participants by implementing functional analysis contingencies while controlling for automatic reinforcement through sensory extinction. Results suggest that self-injury was maintained by automatic reinforcement alone for one participant and both automatic reinforcement and physical attention for another participant. These results were then used to create function-based treatments for self-injury that were successfully generalized across settings and caregivers.
",6
"Four black fly species of the Simulium striatum species group have been recorded in Thailand. These species are morphologically highly similar in all developmental stages except for the number and arrangement of the pupal gill filaments. In this study, we used multiple characters sources, including morphology, cytology, molecular biology and ecology, to test the hypothesis of conspecificity for S. quinquestriatum (Shiraki), S. nakhonense Takaoka & Suzuki and S. chiangmaiense Takaoka & Suzuki. A molecular study based on the cytochrome c oxidase subunit I (COI) was unable to separate these taxa. In contrast, the elongation complex protein 1 (ECP1) sequences clearly differentiate S. quinquestriatum from S. chiangmaiense and S. nakhonense. However, the latter two taxa could not be differentiated based on molecular DNA sequences. Simulium chiangmaiense and S. nakhonense are also similar in the larval habitat characteristics and have undifferentiated polytene chromosome banding patterns. Morphological examination of the number and arrangement of the pupal gill filaments found a number of intermediate forms. Therefore, S. chiangmaiense and S. nakhonense are apparently the same biological species that is polymorphic for the number and arrangement of gill filaments. Thus, we synonymized S. chiangmaiense with S. nakhonense.
",7
"Background. Systemic reactivations of herpesviruses may occur in intensive care unit (ICU) patients, even in those without prior immune deficiency. However, the clinical relevance of these events is uncertain. Methods. In this study we selected patients admitted with septic shock and treated for more than 4 days from a prospectively enrolled cohort of consecutive adults in the mixed ICUs of 2 tertiary care hospitals in the Netherlands. We excluded patients who had received antiviral treatment in the week before ICU admission and those with known immunodeficiency. We studied viremia episodes with cytomegalovirus (CMV), Epstein-Barr virus (EBV), human herpesvirus 6 (HHV-6), herpes simplex virus types 1 (HSV-1) and 2 (HSV-2), and varicella zoster virus (VZV) by weekly polymerase chain reaction in plasma. Results. Among 329 patients, we observed 399 viremia episodes in 223 (68%) patients. Viremia with CMV, EBV, HHV-6, HSV1, HSV-2, and VZV was detected in 60 (18%), 157 (48%), 80 (24%), 87 (26%), 13 (4%), and 2 (0.6%) patients, respectively; 112 (34%) patients had multiple concurrent viremia events. Crude mortality in the ICU was 36% in this latter group compared to 19% in remaining patients (P < .01). After adjustment for potential confounders, time-dependent bias, and competing risks, only concurrent CMV and EBV reactivations remained independently associated with increased mortality (adjusted subdistribution hazard ratio, 3.17; 95% confidence interval, 1.41-7.13). Conclusions. Herpesvirus reactivations were documented in 68% of septic shock patients without prior immunodeficiency and frequently occurred simultaneously. Concurrent reactivations could be independently associated with mortality.
",9
"By focusing on the case of the Jarso and the Girhi in eastern Ethiopia, this article seeks to contribute to comparative studies on the social, territorial and relational effects of the effort at political and administrative decentralization in multi-ethnic settings. The article analyses the political and social implications of the elements that constitute impediments to social cohesion and socio-economic interaction in the study area. The data required for the study were collected through fieldwork that involved interviews, focus group discussions and field observations. On the basis of the analysis, the article recommends what should be done to create a relational politics of place in which places and spaces that connect people remain open, discontinuous, relational and internally diverse.
",3
"Background and ObjectivesAmelogenin proteins are the major constituent of developing extracellular enamel matrix and are believed to have an exclusively epithelial origin. Recent studies have suggested that amelogenins might induce the differentiation and maturation of various cells, including cementoblast lineage cells. However, the residues comprising the active site of amelogenin remain unclear. The purpose of this study was to identify the active site region of amelogenin by studying the effects of amelogenin fragments on the osteogenic differentiation of cementoblasts. Material and MethodsAmelogenin fragments lacking the C-terminus (rh163) and N-terminus (rh128) and a fragment consisting of the C-terminal region of rh174 (C11 peptide) were synthesized and purified. Human cementoblast lineage cells were cultured in osteogenic differentiation medium and treated with 0, 10, 100 or 1000 ng/mL of rh163, rh128 or C11 peptide. The mRNA levels of bone markers were examined by real-time polymerase chain reaction analysis. Alkaline phosphatase activity and calcium deposition were also determined. Mineralization was evaluated by alizarin red staining. ResultsThe osteogenic differentiation of human cementoblast lineage cells was significantly enhanced by treatment with rh128 or C11 peptide, whereas rh163 had no significant effect as compared with untreated controls. ConclusionsThe C-terminus of amelogenin promotes the osteogenic differentiation of human cementoblast lineage cells, indicating the possible utility of C11 peptide in periodontal tissue regeneration.
",9
